"Code","Gene","Header","Species","Taxonomy","Classification"
"Babys","SINE","Babys_11108","Beroe abyssicola","Ctenophora","Non_Bilateria"
"Babys","SINE","Babys_11111","Beroe abyssicola","Ctenophora","Non_Bilateria"
"Babys","SINE","Babys_11109","Beroe abyssicola","Ctenophora","Non_Bilateria"
"Babys","SINE","Babys_11112","Beroe abyssicola","Ctenophora","Non_Bilateria"
"Babys","SINE","Babys_11113","Beroe abyssicola","Ctenophora","Non_Bilateria"
"Babys","SINE","Babys_11110","Beroe abyssicola","Ctenophora","Non_Bilateria"
"Bmicr","SINE","Bmicr_8481","Bolinopsis microptera","Ctenophora","Non_Bilateria"
"Mleid","SINE","Mleid_6215","Mnemiopsis leidyi","Ctenophora","Non_Bilateria"
"Pbach","SINE","Pbach_24681","Pleurobrachia bachei ","Ctenophora","Non_Bilateria"
"Pbach","SINE","Pbach_24682","Pleurobrachia bachei ","Ctenophora","Non_Bilateria"
"Pbach","SINE","Pbach_24683","Pleurobrachia bachei ","Ctenophora","Non_Bilateria"
"Mleid","SINE","Mleid_7450","Mnemiopsis leidyi","Ctenophora","Non_Bilateria"
"Pbach","SINE","Pbach_23632","Pleurobrachia bachei ","Ctenophora","Non_Bilateria"
"Babys","SINE","Babys_8345","Beroe abyssicola","Ctenophora","Non_Bilateria"
"Mleid","SINE","Mleid_13560","Mnemiopsis leidyi","Ctenophora","Non_Bilateria"
"Pbach","CUT","Pbach_17745","Pleurobrachia bachei ","Ctenophora","Non_Bilateria"
"Pfalc","CUT","Pfalc_40294","Pukia falcata","Ctenophora","Non_Bilateria"
"Bmicr","CUT","Bmicr_15109","Bolinopsis microptera","Ctenophora","Non_Bilateria"
"Hhong","LIM","Hhong_9819","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Tadha","LIM","Tadha_B3S6L5_Uncharacterized_protein","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Trich","LIM","Trich_A0A369S1H0_LIM_homeobox_protein_Lhx3","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","LIM","Tadha_B3RNV9_Uncharacterized_protein","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Trich","LIM","Trich_A0A369RYY2_LIM_homeobox_transcription_factor_1_beta","Trichoplax sp.","Placozoa","Non_Bilateria"
"Hhong","LIM","Hhong_5584","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","LIM","Trich_A0A369SEX4_LIM_homeobox_protein_Lhx9","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","LIM","Tadha_B3RP90_Uncharacterized_protein_Fragment","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Hhong","LIM","Hhong_4096","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","LIM","Trich_A0A369SE54_Insulin_gene_enhancer_protein_ISL_1","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","LIM","Tadha_B3S8C8_Uncharacterized_protein","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Hhong","POU","Hhong_4509","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","POU","Trich_A0A369SJX6_POU_domain_protein","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","POU","Tadha_B3RXT8_Class_IV_POU_transcription_factor_gene_brn_3c_product_Fragment","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Hhong","POU","Hhong_6176","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","POU","Trich_A0A369SHG5_POU_domain_protein","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","POU","Tadha_B3RYD0_POU_domain_protein_Fragment","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Hhong","SOX","Hhong_8969","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","SOX","Trich_A0A369RX36_Transcription_factor_SOX_14","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","SOX","Tadha_B3RIY2_HMG_box_domain_containing_protein","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Hhong","SOX","Hhong_8568","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Tadha","SOX","Tadha_B3SD22_HMG_box_domain_containing_protein_Fragment","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Hhong","SOX","Hhong_5501","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","SOX","Trich_A0A369SJ74_Transcription_factor_SOX_2","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","SOX","Tadha_B3RUC4_HMG_box_domain_containing_protein_Fragment","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Hhong","SOX","Hhong_8170","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","SOX","Trich_A0A369RRN9_Transcription_factor_Sox_9","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","SOX","Tadha_B3RMX4_HMG_box_domain_containing_protein_Fragment","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Hhong","SOX","Hhong_255","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","SOX","Trich_A0A369S472_Transcription_factor_SOX_4","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","SOX","Tadha_B3S2C6_HMG_box_domain_containing_protein","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Tadha","NKL","Tadha_B3RKR6_Homeobox_domain_containing_protein_Fragment","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Hhong","NKL","Hhong_7538","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","NKL","Trich_A0A369S9D8_Homeobox_protein_Nkx_6_2","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","NKL","Tadha_B3S8U5_Homeobox_domain_containing_protein","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Trich","NKL","Trich_A0A369RPR5_Homeotic_protein_empty_spiracles_like_protein","Trichoplax sp.","Placozoa","Non_Bilateria"
"Hhong","NKL","Hhong_7657","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","NKL","Trich_A0A369SCP1_Homeobox_protein_Nkx_2_2","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","NKL","Tadha_B3RKR5_Homeobox_domain_containing_protein_Fragment","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Hhong","NKL","Hhong_7535","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","NKL","Trich_A0A369S9C6_Hematopoietically_expressed_homeobox_protein_HHEX_like_protein","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","NKL","Tadha_B3S8U8_Hex_Fragment","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Trich","NKL","Trich_A0A369SCU4_Homeobox_protein_Nkx_2_2a","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","NKL","Tadha_B3RUB8_Arx1_Fragment","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Hhong","NKL","Hhong_7536","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","NKL","Trich_A0A369SAK2_Homeobox_protein_HMX3","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","NKL","Tadha_Q27W42_ANTP_homeobox_protein","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Hhong","NKL","Hhong_9306","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","NKL","Trich_A0A369S1N1_Homeobox_protein_DLL_1","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","NKL","Tadha_B3SCK2_Homeobox_domain_containing_protein","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Tadha","NKL","Tadha_B3SAY6_Not_homeobox_transcription_factor","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Hhong","NKL","Hhong_9016","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","NKL","Trich_A0A369S8L0_Homeobox_protein_DBX1_B","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","NKL","Tadha_B3RJN6_Homeobox_domain_containing_protein_Fragment","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Hhong","HOX","Hhong_11320","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","HOX","Trich_A0A369RWX0_Homeobox_protein_Hox_B3","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","HOX","Tadha_B3SD77_Trox_2_homeobox_transcription_factor","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Tadha","HOX","Tadha_B3RKR1_Gsc_Fragment","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Hhong","HOX","Hhong_9560","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","HOX","Trich_A0A369RT54_Motor_neuron_and_pancreas_homeobox_protein_1","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","HOX","Tadha_B3S8Q4_ANTP_homeobox_protein","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Hhong","SINE","Hhong_11697","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","SINE","Trich_A0A369SAT1_Homeobox_protein_six1a","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","SINE","Tadha_B3SAU8_Homeobox_domain_containing_protein_Fragment","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Trich","SINE","Trich_A0A369S9E1_Homeobox_protein_SIX3","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","SINE","Tadha_B3SAU7_Homeobox_domain_containing_protein","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Hhong","HNF","Hhong_2780","Hoilungia hongkongensis","Placozoa","Non_Bilateria"
"Trich","HNF","Trich_A0A369S2F6_Hepatocyte_nuclear_factor_1_alpha","Trichoplax sp.","Placozoa","Non_Bilateria"
"Tadha","HNF","Tadha_B3S4F1_Uncharacterized_protein","Trichoplax adhaerens","Placozoa","Non_Bilateria"
"Emuel","LIM","Emuel_16860","Ephydatia muelleri","Porifera","Non_Bilateria"
"Emuel","LIM","Emuel_22926","Ephydatia muelleri","Porifera","Non_Bilateria"
"Slacu","LIM","Slacu_34114","Spongilla lacustris","Porifera","Non_Bilateria"
"Pfici","LIM","Pfici_30285","Petrosia ficiformis","Porifera","Non_Bilateria"
"Aquee","LIM","Aquee_A0A1X7ULH0_Uncharacterized_protein","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Creni","LIM","Creni_53581","Chondrosia reniformis","Porifera","Non_Bilateria"
"Lcomp","LIM","Lcomp_lcgid3348_LIM_homeobox_protein_Lhx5_Homeobox_protein_LIM_2_gt_LIM_homeobox_protein_Lhx5","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","LIM","Lcomp_lcgid3348_LIM_homeobox_protein_Lhx5_Homeobox_protein_LIM_2_gt_LIM_homeobox_protein_Lhx5_2","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","LIM","Lcomp_lcgid3348_LIM_homeobox_protein_Lhx1_Homeobox_protein_Lim_1_LIM_homeobox_protein_Lhx1_Homeobox_protein_Lim_1_gt_LIM_homeobox_protein_Lhx1_Homeobox_protein_LMX_2_Homeobox_protein_Lim_1","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","LIM","Scili_scgid2700_LIM_homeobox_protein_Lhx1_Homeobox_protein_Lim_1","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","LIM","Scili_scgid2700_LIM_homeobox_protein_Lhx1_Homeobox_protein_Lim_1_2","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","LIM","Scili_scgid2700_LIM_homeobox_protein_Lhx1_Homeobox_protein_Lim_1_3","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","LIM","Scili_scgid2700_LIM_homeobox_protein_Lhx1_Homeobox_protein_Lim_1_4","Sycon ciliatum","Porifera","Non_Bilateria"
"Lcomp","LIM","Lcomp_lcgid58599_LIM_homeobox_protein_Lhx5_Homeobox_protein_LIM_2_gt_LIM_homeobox_protein_Lhx5","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","LIM","Scili_scgid3932_LIM_homeobox_protein_Lhx5_Homeobox_protein_LIM_5_xLIM_2A","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","LIM","Scili_scgid3932_LIM_homeobox_protein_Lhx5_Homeobox_protein_LIM_2_gt_LIM_homeobox_protein_Lhx5","Sycon ciliatum","Porifera","Non_Bilateria"
"Lcomp","LIM","Lcomp_lcgid1193_LIM_homeobox_protein_Lhx1_Homeobox_protein_Lim_1","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","LIM","Lcomp_lcgid1193_LIM_homeobox_protein_Lhx1_Homeobox_protein_Lim_1_2","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","LIM","Scili_scgid1101_LIM_homeobox_protein_Lhx9_2","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","LIM","Scili_scgid1101_LIM_homeobox_protein_Lhx9_3","Sycon ciliatum","Porifera","Non_Bilateria"
"Emuel","LIM","Emuel_24022","Ephydatia muelleri","Porifera","Non_Bilateria"
"Slacu","LIM","Slacu_1605","Spongilla lacustris","Porifera","Non_Bilateria"
"Slacu","LIM","Slacu_1606","Spongilla lacustris","Porifera","Non_Bilateria"
"Twilh","LIM","Twilh_9384","Tethya wilhelma","Porifera","Non_Bilateria"
"Pfici","LIM","Pfici_56810","Petrosia ficiformis","Porifera","Non_Bilateria"
"Creni","LIM","Creni_26606","Chondrosia reniformis","Porifera","Non_Bilateria"
"Avast","LIM","Avast_32316","Aphrocallistes vastus","Porifera","Non_Bilateria"
"Ominu","LIM","Ominu_LIM_homeobox_Lhx_transcription_factor","Oopsacas minuta","Porifera","Non_Bilateria"
"Lcomp","LIM","Lcomp_lcgid6216_Insulin_gene_enhancer_protein_ISL_2","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","LIM","Lcomp_lcgid6216_Insulin_gene_enhancer_protein_ISL_2_2","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","LIM","Scili_scgid2454_LIM_homeobox_protein_Lhx1_Homeobox_protein_Lim_1","Sycon ciliatum","Porifera","Non_Bilateria"
"Lcomp","LIM","Lcomp_lcgid5222_LIM_homeobox_protein_Lhx2","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","LIM","Scili_scgid2068_LIM_homeobox_protein_Awh_Protein_arrowhead","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","LIM","Scili_scgid2068_LIM_homeobox_protein_Lhx9","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","LIM","Scili_scgid2068_LIM_homeobox_protein_Lhx2","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","LIM","Scili_scgid12300_LIM_homeobox_protein_Awh_Protein_arrowhead","Sycon ciliatum","Porifera","Non_Bilateria"
"Creni","LIM","Creni_51193","Chondrosia reniformis","Porifera","Non_Bilateria"
"Creni","LIM","Creni_51197","Chondrosia reniformis","Porifera","Non_Bilateria"
"Ominu","LIM","Ominu_Islet_Isl_LIM_Homeobox_containing_transcription_factor","Oopsacas minuta","Porifera","Non_Bilateria"
"Pfici","LIM","Pfici_16484","Petrosia ficiformis","Porifera","Non_Bilateria"
"Aquee","LIM","Aquee_A0A1X7VWT0_Uncharacterized_protein","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Slacu","LIM","Slacu_5874","Spongilla lacustris","Porifera","Non_Bilateria"
"Twilh","CERS","Twilh_30887","Tethya wilhelma","Porifera","Non_Bilateria"
"Twilh","CERS","Twilh_30888","Tethya wilhelma","Porifera","Non_Bilateria"
"Lcomp","CERS","Lcomp_lcgid66521_Ceramide_synthase_4_LAG1_longevity_assurance_homolog_4","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","CERS","Scili_scgid4181_Ceramide_synthase_5_LAG1_longevity_assurance_homolog_5_Translocating_chain_associating_membrane_protein_homolog_4","Sycon ciliatum","Porifera","Non_Bilateria"
"Lcomp","CERS","Lcomp_lcgid78994_Ceramide_synthase_4_LAG1_longevity_assurance_homolog_4_Translocating_chain_associating_membrane_protein_homolog_1","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","CERS","Scili_scgid21886_Ceramide_synthase_5_LAG1_longevity_assurance_homolog_5_Translocating_chain_associating_membrane_protein_homolog_4","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","CERS","Scili_scgid13134_Ceramide_synthase_6_LAG1_longevity_assurance_homolog_6","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","CERS","Scili_scgid28022_Ceramide_synthase_6_LAG1_longevity_assurance_homolog_6","Sycon ciliatum","Porifera","Non_Bilateria"
"Emuel","POU","Emuel_20077","Ephydatia muelleri","Porifera","Non_Bilateria"
"Slacu","POU","Slacu_30350","Spongilla lacustris","Porifera","Non_Bilateria"
"Twilh","POU","Twilh_4665","Tethya wilhelma","Porifera","Non_Bilateria"
"Pfici","POU","Pfici_36963","Petrosia ficiformis","Porifera","Non_Bilateria"
"Aquee","POU","Aquee_A0A1X7VDQ6_POU_domain_protein","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Creni","POU","Creni_11561","Chondrosia reniformis","Porifera","Non_Bilateria"
"Scili","POU","Scili_scgid15855_POU_domain_class_6_transcription_factor_1_Brain_specific_homeobox_POU_domain_protein_5","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","POU","Scili_scgid24800","Sycon ciliatum","Porifera","Non_Bilateria"
"Lcomp","POU","Lcomp_lcgid45260_Pituitary_specific_positive_transcription_factor_1_Growth_hormone_factor_1","Leucosolenia complicata","Porifera","Non_Bilateria"
"Emuel","POU","Emuel_31978","Ephydatia muelleri","Porifera","Non_Bilateria"
"Slacu","POU","Slacu_521","Spongilla lacustris","Porifera","Non_Bilateria"
"Twilh","POU","Twilh_13346","Tethya wilhelma","Porifera","Non_Bilateria"
"Pfici","POU","Pfici_20810","Petrosia ficiformis","Porifera","Non_Bilateria"
"Creni","POU","Creni_976","Chondrosia reniformis","Porifera","Non_Bilateria"
"Twilh","POU","Twilh_15206","Tethya wilhelma","Porifera","Non_Bilateria"
"Avast","POU","Avast_7530","Aphrocallistes vastus","Porifera","Non_Bilateria"
"Avast","POU","Avast_7644","Aphrocallistes vastus","Porifera","Non_Bilateria"
"Ominu","POU","Ominu_POU_Pit_Oct_Unc_transcription_factor_3","Oopsacas minuta","Porifera","Non_Bilateria"
"Avast","POU","Avast_108","Aphrocallistes vastus","Porifera","Non_Bilateria"
"Ominu","POU","Ominu_POU_Pit_Oct_Unc_transcription_factor","Oopsacas minuta","Porifera","Non_Bilateria"
"Lcomp","POU","Lcomp_lcgid15394_POU_domain_class_3_transcription_factor_2_B_Transcription_factor_POU3_B","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","POU","Scili_scgid30775_POU_domain_class_3_transcription_factor_1_POU_domain_protein_50","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","POU","Scili_scgid31406_POU_domain_protein_CF1A_Chorion_factor_1A_Protein_drifter_Ventral_veins_lacking_protein","Sycon ciliatum","Porifera","Non_Bilateria"
"Creni","POU","Creni_96","Chondrosia reniformis","Porifera","Non_Bilateria"
"Lcomp","POU","Lcomp_lcgid78689_Pituitary_specific_positive_transcription_factor_1_Growth_hormone_factor_1","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","POU","Scili_scgid27777_Pituitary_specific_positive_transcription_factor_1_Growth_hormone_factor_1","Sycon ciliatum","Porifera","Non_Bilateria"
"Twilh","POU","Twilh_15205","Tethya wilhelma","Porifera","Non_Bilateria"
"Twilh","POU","Twilh_31236","Tethya wilhelma","Porifera","Non_Bilateria"
"Aquee","POU","Aquee_A0A1X7VUP1_POU_domain_protein","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Aquee","POU","Aquee_A0A1X7TR99_POU_domain_protein","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Lcomp","POU","Lcomp_lcgid41806_POU_domain_class_2_transcription_factor_1_NF_A1_Octamer_binding_protein_1_Octamer_binding_transcription_factor_1","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","POU","Scili_scgid26337_POU_domain_class_2_transcription_factor_1_NF_A1_Octamer_binding_protein_1_Octamer_binding_transcription_factor_1","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","SOX","Scili_scgid5371_Transcription_factor_SOX_18","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","SOX","Scili_scgid5371_Transcription_factor_SOX_10","Sycon ciliatum","Porifera","Non_Bilateria"
"Lcomp","SOX","Lcomp_lcgid0241_Transcription_factor_Sox_8","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","SOX","Lcomp_lcgid0241_Transcription_factor_Sox_8_2","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","SOX","Lcomp_lcgid44001_Transcription_factor_SOX_8","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","SOX","Scili_scgid10849_Transcription_factor_SOX_8","Sycon ciliatum","Porifera","Non_Bilateria"
"Pfici","SOX","Pfici_41361","Petrosia ficiformis","Porifera","Non_Bilateria"
"Avast","SOX","Avast_9577","Aphrocallistes vastus","Porifera","Non_Bilateria"
"Ominu","SOX","Ominu_Transcription_factor_SOX_3","Oopsacas minuta","Porifera","Non_Bilateria"
"Avast","SOX","Avast_35191","Aphrocallistes vastus","Porifera","Non_Bilateria"
"Scili","SOX","Scili_scgid18511_Transcription_factor_Sox_14","Sycon ciliatum","Porifera","Non_Bilateria"
"Creni","SOX","Creni_56885","Chondrosia reniformis","Porifera","Non_Bilateria"
"Lcomp","SOX","Lcomp_lcgid36394_Transcription_factor_SOX_14_SRY_related_protein_CH60","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","SOX","Lcomp_lcgid39081_Transcription_factor_SOX_14_SRY_related_protein_CH60","Leucosolenia complicata","Porifera","Non_Bilateria"
"Pfici","SOX","Pfici_50212","Petrosia ficiformis","Porifera","Non_Bilateria"
"Aquee","SOX","Aquee_A0A1X7V4W9_HMG_box_domain_containing_protein","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Twilh","SOX","Twilh_9198","Tethya wilhelma","Porifera","Non_Bilateria"
"Lcomp","SOX","Lcomp_lcgid26212_Transcription_factor_Sox_7","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","SOX","Scili_scgid22677_Transcription_factor_SOX_7","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","SOX","Scili_scgid0079_Transcription_factor_SOX_7","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","SOX","Scili_scgid0079_Transcription_factor_SOX_7_2","Sycon ciliatum","Porifera","Non_Bilateria"
"Creni","SOX","Creni_56688","Chondrosia reniformis","Porifera","Non_Bilateria"
"Pfici","SOX","Pfici_49990","Petrosia ficiformis","Porifera","Non_Bilateria"
"Aquee","SOX","Aquee_A0A1X7UIP5_HMG_box_domain_containing_protein","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Lcomp","SOX","Lcomp_lcgid23539_SOX_domain_containing_protein_dichaete_Protein_fish_hook","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","SOX","Lcomp_lcgid41100_Transcription_factor_SOX_10","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","SOX","Lcomp_lcgid0187_Transcription_factor_SOX_10","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","SOX","Lcomp_lcgid43159_Transcription_factor_SOX_8","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","SOX","Scili_scgid8334_Transcription_factor_SOX_8","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","SOX","Scili_scgid3087_Protein_SOX_15_Protein_SOX_12_Protein_SOX_20","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","SOX","Scili_scgid3087_Protein_SOX_15_Protein_SOX_12_Protein_SOX_20_2","Sycon ciliatum","Porifera","Non_Bilateria"
"Creni","SOX","Creni_83070","Chondrosia reniformis","Porifera","Non_Bilateria"
"Ominu","SOX","Ominu_high_mobility_group_HMG_box_containing_transcription_factor_Sox_2","Oopsacas minuta","Porifera","Non_Bilateria"
"Scili","SOX","Scili_scgid0785_Transcription_factor_SOX_13_SRY_Sex_determining_region_Y_box_13","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","SOX","Scili_scgid0785_Transcription_factor_SOX_7","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","SOX","Scili_scgid0785_Transcription_factor_Sox_17_beta_3_SRY_sex_determining_region_Y_box_17_beta_3","Sycon ciliatum","Porifera","Non_Bilateria"
"Emuel","SOX","Emuel_31688","Ephydatia muelleri","Porifera","Non_Bilateria"
"Slacu","SOX","Slacu_7196","Spongilla lacustris","Porifera","Non_Bilateria"
"Twilh","SOX","Twilh_15288","Tethya wilhelma","Porifera","Non_Bilateria"
"Pfici","SOX","Pfici_41065","Petrosia ficiformis","Porifera","Non_Bilateria"
"Pfici","SOX","Pfici_41067","Petrosia ficiformis","Porifera","Non_Bilateria"
"Aquee","SOX","Aquee_B1A9Y7_SoxC_like","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Twilh","SOX","Twilh_6807","Tethya wilhelma","Porifera","Non_Bilateria"
"Lcomp","SOX","Lcomp_lcgid5781_Transcription_factor_SOX_2_delta_EF2a","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","SOX","Lcomp_lcgid36302_Transcription_factor_SOX_5","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","SOX","Lcomp_lcgid42477_Transcription_factor_Sox_13","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","SOX","Scili_scgid19401_Transcription_factor_SOX_13_SRY_Sex_determining_region_Y_box_13","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","SOX","Scili_scgid27493","Sycon ciliatum","Porifera","Non_Bilateria"
"Scili","SOX","Scili_scgid7334_Sex_determining_region_Y_protein_Testis_determining_factor","Sycon ciliatum","Porifera","Non_Bilateria"
"Creni","SOX","Creni_84006","Chondrosia reniformis","Porifera","Non_Bilateria"
"Aquee","SOX","Aquee_A0A1X7V7G7_HMG_box_domain_containing_protein","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Lcomp","SOX","Lcomp_lcgid51131_Transcription_factor_SOX_17","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","SOX","Scili_scgid24020_Transcription_factor_SOX_2_delta_EF2a","Sycon ciliatum","Porifera","Non_Bilateria"
"Lcomp","SOX","Lcomp_lcgid39957_Putative_transcription_factor_SOX_15_Sox50E","Leucosolenia complicata","Porifera","Non_Bilateria"
"Creni","SOX","Creni_63822","Chondrosia reniformis","Porifera","Non_Bilateria"
"Lcomp","SOX","Lcomp_lcgid60833_Transcription_factor_Sox_3","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","SOX","Lcomp_lcgid15953_Transcription_factor_Sox_7","Leucosolenia complicata","Porifera","Non_Bilateria"
"Lcomp","NKL","Lcomp_lcgid71223_Homeobox_protein_Hmx","Leucosolenia complicata","Porifera","Non_Bilateria"
"Scili","NKL","Scili_scgid13518_Homeobox_protein_Hmx","Sycon ciliatum","Porifera","Non_Bilateria"
"Pfici","NKL","Pfici_60202","Petrosia ficiformis","Porifera","Non_Bilateria"
"Aquee","NKL","Aquee_A0A1X7VJU1_Homeobox_domain_containing_protein","Amphimedon queenslandica","Porifera","Non_Bilateria"
"Emuel","NKL","Emuel_24677","Ephydatia muelleri","Porifera","Non_Bilateria"
"Slacu","NKL","Slacu_4985","Spongilla lacustris","Porifera","Non_Bilateria"
"Creni","NKL","Creni_26612","Chondrosia reniformis","Porifera","Non_Bilateria"
"Pfici","NKL","Pfici_55919","Petrosia ficiformis","Porifera","Non_Bilateria"
